timestamp,id,code,name,category_name,price,discount_price,total_stock,warehouse_stock
2026-02-02T13:06:59.216266,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,38,"{""H495"": 38}"
2026-02-02T13:06:59.216266,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,7,"{""H495"": 7}"
2026-02-02T13:06:59.216266,42661,30230734,Boli X 12x330ml,New Location,4790.0,,3,"{""H495"": 3}"
2026-02-02T13:06:59.216266,42744,30230876,Laurent Miquel Solas Pinot Noir 750ml,New Location,3190.0,,11,"{""H495"": 11}"
2026-02-02T13:06:59.216266,42606,30230633,Koskenkorva Vodka 500ml,New Location,4990.0,,1,"{""H495"": 1}"
2026-02-02T13:06:59.216266,42797,30230931,Absolut Vodka 1L,New Location,10790.0,,29,"{""H495"": 29}"
2026-02-02T13:06:59.216266,42686,30230823,Gull Lite 12x500ml,Popular,5690.0,,83,"{""H495"": 83}"
2026-02-02T13:06:59.216266,42434,30207919,Pepsi Max 12x330ml,Popular,1590.0,,48,"{""H495"": 48}"
2026-02-02T13:06:59.216266,42441,30208252,Kristall Mexican Lime 12x330ml,Popular,1590.0,,38,"{""H495"": 38}"
2026-02-02T13:06:59.216266,42630,30230718,BARA Hindber & Sítróna 6x330ml,Popular,2890.0,,12,"{""H495"": 12}"
2026-02-02T13:06:59.216266,42696,30230821,Boli 12x500ml,Popular,6190.0,,1,"{""H495"": 1}"
2026-02-02T13:06:59.216266,42661,30230734,Boli X 12x330ml,Popular,4790.0,,3,"{""H495"": 3}"
2026-02-02T13:06:59.216266,42692,30230793,Martini Prosecco 750ml,Popular,2290.0,,7,"{""H495"": 7}"
2026-02-02T13:06:59.216266,42463,30171294,Fever Tree Mediterranean Tonic 4x200ml,Popular,1090.0,,7,"{""H495"": 7}"
2026-02-02T13:06:59.216266,42601,30230681,Gato Negro Cabernet Sauvignon 750ml,Popular,1590.0,,18,"{""H495"": 18}"
2026-02-02T13:06:59.216266,42680,30230819,Tuborg Green 12x500ml,Popular,4590.0,,115,"{""H495"": 115}"
2026-02-02T13:06:59.216266,42724,30230846,Finca Las Moras Malbec 750ml,Popular,2690.0,,23,"{""H495"": 23}"
2026-02-02T13:06:59.216266,42708,30230818,Gull 12x330ml,Popular,4590.0,,64,"{""H495"": 64}"
2026-02-02T13:06:59.216266,43058,30233867,Thule 12x330ml,Great Deals,4790.0,3890.0,73,"{""H495"": 73}"
2026-02-02T13:06:59.216266,42588,30230639,Heineken 6x330ml,Great Deals,2490.0,1990.0,77,"{""H495"": 77}"
2026-02-02T13:06:59.216266,42569,30230581,Heineken 6x330ml (Gler),Great Deals,2090.0,1990.0,125,"{""H495"": 125}"
2026-02-02T13:06:59.216266,42669,30230770,Ölvisholt Classic 10x330ml,Great Deals,4490.0,3590.0,50,"{""H495"": 50}"
2026-02-02T13:06:59.216266,42649,30230767,Ölvisholt Session IPA 10x330ml,Great Deals,4790.0,3890.0,85,"{""H495"": 85}"
2026-02-02T13:06:59.216266,42612,30230659,Ölvisholt Birta 6x330ml,Great Deals,2490.0,2090.0,28,"{""H495"": 28}"
2026-02-02T13:06:59.216266,42666,30230769,Ölvisholt Lite 10x330ml,Great Deals,3890.0,3190.0,27,"{""H495"": 27}"
2026-02-02T13:06:59.216266,42657,30230768,Ölvisholt Lager 10x330ml,Great Deals,4480.0,3590.0,28,"{""H495"": 28}"
2026-02-02T13:06:59.216266,42636,30230730,RVK Kopar Klassík 6x330ml,Great Deals,2690.0,2090.0,17,"{""H495"": 17}"
2026-02-02T13:06:59.216266,42656,30230727,RVK Popp Corn Lager 6x330ml,Great Deals,2690.0,2090.0,1,"{""H495"": 1}"
2026-02-02T13:06:59.216266,42624,30230710,Gull Lite Yuzu Lime 10x330ml,Gull,4270.0,,7,"{""H495"": 7}"
2026-02-02T13:06:59.216266,42449,30208187,Gull Áfengislaus 10x330ml,Gull,2990.0,,1,"{""H495"": 1}"
2026-02-02T13:06:59.216266,42686,30230823,Gull Lite 12x500ml,Gull,5690.0,,83,"{""H495"": 83}"
2026-02-02T13:06:59.216266,43032,30230708,Gull Lite Premium 12x500ml,Gull,6190.0,,5,"{""H495"": 5}"
2026-02-02T13:06:59.216266,42508,30216182,Gull Lite 12x330ml,Gull,4390.0,,20,"{""H495"": 20}"
2026-02-02T13:06:59.216266,42708,30230818,Gull 12x330ml,Gull,4590.0,,64,"{""H495"": 64}"
2026-02-02T13:06:59.216266,42605,30230709,Gull Lite Premium 12x330ml,Gull,4790.0,,11,"{""H495"": 11}"
2026-02-02T13:06:59.216266,42776,30230913,Thule 12x500ml,Thule,5890.0,,2,"{""H495"": 2}"
2026-02-02T13:06:59.216266,43058,30233867,Thule 12x330ml,Thule,4790.0,3890.0,73,"{""H495"": 73}"
2026-02-02T13:06:59.216266,42693,30230832,Faustino VII Blanco 750ml,Faustino,1990.0,,5,"{""H495"": 5}"
2026-02-02T13:06:59.216266,42813,30230936,Faustino VII Red 750ml,Faustino,2290.0,,3,"{""H495"": 3}"
2026-02-02T13:06:59.216266,42815,30230937,Faustino VII Rose 750ml,Faustino,2790.0,,7,"{""H495"": 7}"
2026-02-02T13:06:59.216266,42751,30230903,Faustino V Reserva 750ml,Faustino,3690.0,,10,"{""H495"": 10}"
2026-02-02T13:06:59.216266,42712,30230841,Faustino Crianza 750ml,Faustino,3090.0,,6,"{""H495"": 6}"
2026-02-02T13:06:59.216266,42713,30230833,Faustino Cava Brut 750ml,Faustino,3090.0,,7,"{""H495"": 7}"
2026-02-02T13:06:59.216266,42779,30230981,Breezer Passionfruit Mango 4x275ml,Breezer,1990.0,,18,"{""H495"": 18}"
2026-02-02T13:06:59.216266,42788,30230983,Breezer Pineapple 4x275ml,Breezer,1990.0,,6,"{""H495"": 6}"
2026-02-02T13:06:59.216266,42820,30230990,Breezer Lemon 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-02-02T13:06:59.216266,42818,30230984,Breezer Strawberry 4x275ml,Breezer,1990.0,,40,"{""H495"": 40}"
2026-02-02T13:06:59.216266,42808,30230985,Breezer Mango 4x275ml,Breezer,1990.0,,53,"{""H495"": 53}"
2026-02-02T13:06:59.216266,42793,30230982,Breezer Lime 4x275ml,Breezer,1990.0,,11,"{""H495"": 11}"
2026-02-02T13:06:59.216266,43114,,Gin & Tonic,Bundles,9880.0,9390.0,4,"{""H495"": 4}"
2026-02-02T13:06:59.216266,43115,,Whiskey Ginger,Bundles,7000.0,6800.0,17,"{""H495"": 17}"
2026-02-02T13:06:59.216266,43116,,Vodka Red Bull,Bundles,9080.0,8500.0,8,"{""H495"": 8}"
2026-02-02T13:06:59.216266,43117,,VELO Crispy Peppermint 3 (5 stk),Bundles,4950.0,4500.0,3,"{""H495"": 3}"
2026-02-02T13:06:59.216266,43015,30230688,Piccanti Rosso Toscana 3L,Boxed Wines,8680.0,,1,"{""H495"": 1}"
2026-02-02T13:06:59.216266,43004,30230614,Casillero Del Diablo Cabernet Sauvignon 3L,Boxed Wines,8390.0,,2,"{""H495"": 2}"
2026-02-02T13:06:59.216266,42730,30230849,Falling Feather Ruby Cabernet 3L,Boxed Wines,8290.0,,12,"{""H495"": 12}"
2026-02-02T13:06:59.216266,42687,30230783,Tommasi Pinot Grigio 3L,Boxed Wines,7990.0,,5,"{""H495"": 5}"
2026-02-02T13:06:59.216266,42699,30230784,Frontera Chardonnay 3L,Boxed Wines,6790.0,,38,"{""H495"": 38}"
2026-02-02T13:06:59.216266,42685,30230781,Tommasi Graticcio Appassionato 3L,Boxed Wines,9250.0,,8,"{""H495"": 8}"
2026-02-02T13:06:59.216266,42683,30230782,Frontera Cabernet Sauvignon 3L,Boxed Wines,6990.0,,4,"{""H495"": 4}"
2026-02-02T13:06:59.216266,42580,30230650,Apothic Red 3L,Boxed Wines,8590.0,,15,"{""H495"": 15}"
2026-02-02T13:06:59.216266,42603,30230653,Drostdy Hof Shiraz Merlot 3L,Boxed Wines,7290.0,,9,"{""H495"": 9}"
2026-02-02T13:06:59.216266,42590,30230682,Lindemans Chardonnay 3L,Boxed Wines,8980.0,,1,"{""H495"": 1}"
2026-02-02T13:06:59.216266,42581,30230652,Butcher's Cut Premium Malbec 3L,Boxed Wines,7790.0,,7,"{""H495"": 7}"
2026-02-02T13:06:59.216266,42526,30230613,Van Gogh Riesling 3L,Boxed Wines,5990.0,,5,"{""H495"": 5}"
2026-02-02T13:06:59.216266,42540,30230579,Fairview Goats do Roam White Blend 3L,Boxed Wines,11390.0,,7,"{""H495"": 7}"
2026-02-02T13:06:59.216266,42539,30230580,Fairview Goats do Roam Red Blend 3L,Boxed Wines,11390.0,,11,"{""H495"": 11}"
2026-02-02T14:07:01.428873,43016,30230677,Montalto Pinot Grigio 750ml,New Location,2190.0,,1,"{""H495"": 1}"
2026-02-02T14:07:01.428873,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,83,"{""H495"": 83}"
2026-02-02T14:07:01.428873,42696,30230821,Boli 12x500ml,New Location,6190.0,,1,"{""H495"": 1}"
2026-02-02T14:07:01.428873,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,75,"{""H495"": 75}"
2026-02-02T14:07:01.428873,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,48,"{""H495"": 48}"
2026-02-02T14:07:01.428873,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,38,"{""H495"": 38}"
2026-02-02T14:07:01.428873,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,7,"{""H495"": 7}"
2026-02-02T14:07:01.428873,42661,30230734,Boli X 12x330ml,New Location,4790.0,,3,"{""H495"": 3}"
2026-02-02T14:07:01.428873,42744,30230876,Laurent Miquel Solas Pinot Noir 750ml,New Location,3190.0,,11,"{""H495"": 11}"
2026-02-02T14:07:01.428873,42606,30230633,Koskenkorva Vodka 500ml,New Location,4990.0,,1,"{""H495"": 1}"
2026-02-02T14:07:01.428873,42797,30230931,Absolut Vodka 1L,New Location,10790.0,,29,"{""H495"": 29}"
2026-02-02T14:07:01.428873,42686,30230823,Gull Lite 12x500ml,Popular,5690.0,,83,"{""H495"": 83}"
2026-02-02T14:07:01.428873,42434,30207919,Pepsi Max 12x330ml,Popular,1590.0,,48,"{""H495"": 48}"
2026-02-02T14:07:01.428873,42441,30208252,Kristall Mexican Lime 12x330ml,Popular,1590.0,,38,"{""H495"": 38}"
2026-02-02T14:07:01.428873,42630,30230718,BARA Hindber & Sítróna 6x330ml,Popular,2890.0,,12,"{""H495"": 12}"
2026-02-02T14:07:01.428873,42696,30230821,Boli 12x500ml,Popular,6190.0,,1,"{""H495"": 1}"
2026-02-02T14:07:01.428873,42661,30230734,Boli X 12x330ml,Popular,4790.0,,3,"{""H495"": 3}"
2026-02-02T14:07:01.428873,42692,30230793,Martini Prosecco 750ml,Popular,2290.0,,7,"{""H495"": 7}"
2026-02-02T14:07:01.428873,42463,30171294,Fever Tree Mediterranean Tonic 4x200ml,Popular,1090.0,,7,"{""H495"": 7}"
2026-02-02T14:07:01.428873,42601,30230681,Gato Negro Cabernet Sauvignon 750ml,Popular,1590.0,,18,"{""H495"": 18}"
2026-02-02T14:07:01.428873,42680,30230819,Tuborg Green 12x500ml,Popular,4590.0,,115,"{""H495"": 115}"
2026-02-02T14:07:01.428873,42724,30230846,Finca Las Moras Malbec 750ml,Popular,2690.0,,23,"{""H495"": 23}"
2026-02-02T14:07:01.428873,42708,30230818,Gull 12x330ml,Popular,4590.0,,64,"{""H495"": 64}"
2026-02-02T14:07:01.428873,43058,30233867,Thule 12x330ml,Great Deals,4790.0,3890.0,73,"{""H495"": 73}"
2026-02-02T14:07:01.428873,42588,30230639,Heineken 6x330ml,Great Deals,2490.0,1990.0,77,"{""H495"": 77}"
2026-02-02T14:07:01.428873,42569,30230581,Heineken 6x330ml (Gler),Great Deals,2090.0,1990.0,125,"{""H495"": 125}"
2026-02-02T14:07:01.428873,42669,30230770,Ölvisholt Classic 10x330ml,Great Deals,4490.0,3590.0,50,"{""H495"": 50}"
2026-02-02T14:07:01.428873,42649,30230767,Ölvisholt Session IPA 10x330ml,Great Deals,4790.0,3890.0,85,"{""H495"": 85}"
2026-02-02T14:07:01.428873,42612,30230659,Ölvisholt Birta 6x330ml,Great Deals,2490.0,2090.0,28,"{""H495"": 28}"
2026-02-02T14:07:01.428873,42666,30230769,Ölvisholt Lite 10x330ml,Great Deals,3890.0,3190.0,27,"{""H495"": 27}"
2026-02-02T14:07:01.428873,42657,30230768,Ölvisholt Lager 10x330ml,Great Deals,4480.0,3590.0,28,"{""H495"": 28}"
2026-02-02T14:07:01.428873,42636,30230730,RVK Kopar Klassík 6x330ml,Great Deals,2690.0,2090.0,17,"{""H495"": 17}"
2026-02-02T14:07:01.428873,42656,30230727,RVK Popp Corn Lager 6x330ml,Great Deals,2690.0,2090.0,1,"{""H495"": 1}"
2026-02-02T14:07:01.428873,42624,30230710,Gull Lite Yuzu Lime 10x330ml,Gull,4270.0,,7,"{""H495"": 7}"
2026-02-02T14:07:01.428873,42686,30230823,Gull Lite 12x500ml,Gull,5690.0,,83,"{""H495"": 83}"
2026-02-02T14:07:01.428873,42449,30208187,Gull Áfengislaus 10x330ml,Gull,2990.0,,1,"{""H495"": 1}"
2026-02-02T14:07:01.428873,43032,30230708,Gull Lite Premium 12x500ml,Gull,6190.0,,5,"{""H495"": 5}"
2026-02-02T14:07:01.428873,42508,30216182,Gull Lite 12x330ml,Gull,4390.0,,20,"{""H495"": 20}"
2026-02-02T14:07:01.428873,42708,30230818,Gull 12x330ml,Gull,4590.0,,64,"{""H495"": 64}"
2026-02-02T14:07:01.428873,42605,30230709,Gull Lite Premium 12x330ml,Gull,4790.0,,11,"{""H495"": 11}"
2026-02-02T14:07:01.428873,43058,30233867,Thule 12x330ml,Thule,4790.0,3890.0,73,"{""H495"": 73}"
2026-02-02T14:07:01.428873,42776,30230913,Thule 12x500ml,Thule,5890.0,,2,"{""H495"": 2}"
2026-02-02T14:07:01.428873,42693,30230832,Faustino VII Blanco 750ml,Faustino,1990.0,,5,"{""H495"": 5}"
2026-02-02T14:07:01.428873,42813,30230936,Faustino VII Red 750ml,Faustino,2290.0,,3,"{""H495"": 3}"
2026-02-02T14:07:01.428873,42815,30230937,Faustino VII Rose 750ml,Faustino,2790.0,,7,"{""H495"": 7}"
2026-02-02T14:07:01.428873,42751,30230903,Faustino V Reserva 750ml,Faustino,3690.0,,10,"{""H495"": 10}"
2026-02-02T14:07:01.428873,42712,30230841,Faustino Crianza 750ml,Faustino,3090.0,,6,"{""H495"": 6}"
2026-02-02T14:07:01.428873,42713,30230833,Faustino Cava Brut 750ml,Faustino,3090.0,,7,"{""H495"": 7}"
2026-02-02T14:07:01.428873,42779,30230981,Breezer Passionfruit Mango 4x275ml,Breezer,1990.0,,18,"{""H495"": 18}"
2026-02-02T14:07:01.428873,42788,30230983,Breezer Pineapple 4x275ml,Breezer,1990.0,,6,"{""H495"": 6}"
2026-02-02T14:07:01.428873,42820,30230990,Breezer Lemon 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-02-02T14:07:01.428873,42818,30230984,Breezer Strawberry 4x275ml,Breezer,1990.0,,40,"{""H495"": 40}"
2026-02-02T14:07:01.428873,42808,30230985,Breezer Mango 4x275ml,Breezer,1990.0,,53,"{""H495"": 53}"
2026-02-02T14:07:01.428873,42793,30230982,Breezer Lime 4x275ml,Breezer,1990.0,,11,"{""H495"": 11}"
2026-02-02T14:07:01.428873,43114,,Gin & Tonic,Bundles,9880.0,9390.0,4,"{""H495"": 4}"
2026-02-02T14:07:01.428873,43115,,Whiskey Ginger,Bundles,7000.0,6800.0,17,"{""H495"": 17}"
2026-02-02T14:07:01.428873,43116,,Vodka Red Bull,Bundles,9080.0,8500.0,8,"{""H495"": 8}"
2026-02-02T14:07:01.428873,43117,,VELO Crispy Peppermint 3 (5 stk),Bundles,4950.0,4500.0,3,"{""H495"": 3}"
2026-02-02T14:07:01.428873,43015,30230688,Piccanti Rosso Toscana 3L,Boxed Wines,8680.0,,1,"{""H495"": 1}"
2026-02-02T14:07:01.428873,43004,30230614,Casillero Del Diablo Cabernet Sauvignon 3L,Boxed Wines,8390.0,,2,"{""H495"": 2}"
2026-02-02T14:07:01.428873,42730,30230849,Falling Feather Ruby Cabernet 3L,Boxed Wines,8290.0,,12,"{""H495"": 12}"
2026-02-02T14:07:01.428873,42687,30230783,Tommasi Pinot Grigio 3L,Boxed Wines,7990.0,,5,"{""H495"": 5}"
2026-02-02T14:07:01.428873,42699,30230784,Frontera Chardonnay 3L,Boxed Wines,6790.0,,38,"{""H495"": 38}"
2026-02-02T14:07:01.428873,42685,30230781,Tommasi Graticcio Appassionato 3L,Boxed Wines,9250.0,,8,"{""H495"": 8}"
2026-02-02T14:07:01.428873,42683,30230782,Frontera Cabernet Sauvignon 3L,Boxed Wines,6990.0,,4,"{""H495"": 4}"
2026-02-02T14:07:01.428873,42580,30230650,Apothic Red 3L,Boxed Wines,8590.0,,15,"{""H495"": 15}"
2026-02-02T14:07:01.428873,42603,30230653,Drostdy Hof Shiraz Merlot 3L,Boxed Wines,7290.0,,9,"{""H495"": 9}"
2026-02-02T14:07:01.428873,42590,30230682,Lindemans Chardonnay 3L,Boxed Wines,8980.0,,1,"{""H495"": 1}"
2026-02-02T14:07:01.428873,42581,30230652,Butcher's Cut Premium Malbec 3L,Boxed Wines,7790.0,,7,"{""H495"": 7}"
2026-02-02T14:07:01.428873,42526,30230613,Van Gogh Riesling 3L,Boxed Wines,5990.0,,5,"{""H495"": 5}"
2026-02-02T14:07:01.428873,42540,30230579,Fairview Goats do Roam White Blend 3L,Boxed Wines,11390.0,,7,"{""H495"": 7}"
2026-02-02T14:07:01.428873,42539,30230580,Fairview Goats do Roam Red Blend 3L,Boxed Wines,11390.0,,11,"{""H495"": 11}"
2026-02-02T16:44:19.000993,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,83,"{""H495"": 83}"
2026-02-02T16:44:19.000993,43016,30230677,Montalto Pinot Grigio 750ml,New Location,2190.0,,1,"{""H495"": 1}"
2026-02-02T16:44:19.000993,42696,30230821,Boli 12x500ml,New Location,6190.0,,1,"{""H495"": 1}"
2026-02-02T16:44:19.000993,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,75,"{""H495"": 75}"
2026-02-02T16:44:19.000993,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,48,"{""H495"": 48}"
2026-02-02T16:44:19.000993,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,38,"{""H495"": 38}"
2026-02-02T16:44:19.000993,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,7,"{""H495"": 7}"
2026-02-02T16:44:19.000993,42661,30230734,Boli X 12x330ml,New Location,4790.0,,3,"{""H495"": 3}"
2026-02-02T16:44:19.000993,42744,30230876,Laurent Miquel Solas Pinot Noir 750ml,New Location,3190.0,,11,"{""H495"": 11}"
2026-02-02T16:44:19.000993,42606,30230633,Koskenkorva Vodka 500ml,New Location,4990.0,,1,"{""H495"": 1}"
2026-02-02T16:44:19.000993,42797,30230931,Absolut Vodka 1L,New Location,10790.0,,29,"{""H495"": 29}"
2026-02-02T16:44:19.000993,42686,30230823,Gull Lite 12x500ml,Popular,5690.0,,83,"{""H495"": 83}"
2026-02-02T16:44:19.000993,42434,30207919,Pepsi Max 12x330ml,Popular,1590.0,,48,"{""H495"": 48}"
2026-02-02T16:44:19.000993,42441,30208252,Kristall Mexican Lime 12x330ml,Popular,1590.0,,38,"{""H495"": 38}"
2026-02-02T16:44:19.000993,42630,30230718,BARA Hindber & Sítróna 6x330ml,Popular,2890.0,,12,"{""H495"": 12}"
2026-02-02T16:44:19.000993,42696,30230821,Boli 12x500ml,Popular,6190.0,,1,"{""H495"": 1}"
2026-02-02T16:44:19.000993,42661,30230734,Boli X 12x330ml,Popular,4790.0,,3,"{""H495"": 3}"
2026-02-02T16:44:19.000993,42692,30230793,Martini Prosecco 750ml,Popular,2290.0,,7,"{""H495"": 7}"
2026-02-02T16:44:19.000993,42463,30171294,Fever Tree Mediterranean Tonic 4x200ml,Popular,1090.0,,7,"{""H495"": 7}"
2026-02-02T16:44:19.000993,42601,30230681,Gato Negro Cabernet Sauvignon 750ml,Popular,1590.0,,18,"{""H495"": 18}"
2026-02-02T16:44:19.000993,42680,30230819,Tuborg Green 12x500ml,Popular,4590.0,,115,"{""H495"": 115}"
2026-02-02T16:44:19.000993,42724,30230846,Finca Las Moras Malbec 750ml,Popular,2690.0,,23,"{""H495"": 23}"
2026-02-02T16:44:19.000993,42708,30230818,Gull 12x330ml,Popular,4590.0,,61,"{""H495"": 61}"
2026-02-02T16:44:19.000993,43058,30233867,Thule 12x330ml,Great Deals,4790.0,3890.0,73,"{""H495"": 73}"
2026-02-02T16:44:19.000993,42588,30230639,Heineken 6x330ml,Great Deals,2490.0,1990.0,77,"{""H495"": 77}"
2026-02-02T16:44:19.000993,42569,30230581,Heineken 6x330ml (Gler),Great Deals,2090.0,1990.0,125,"{""H495"": 125}"
2026-02-02T16:44:19.000993,42669,30230770,Ölvisholt Classic 10x330ml,Great Deals,4490.0,3590.0,50,"{""H495"": 50}"
2026-02-02T16:44:19.000993,42649,30230767,Ölvisholt Session IPA 10x330ml,Great Deals,4790.0,3890.0,85,"{""H495"": 85}"
2026-02-02T16:44:19.000993,42612,30230659,Ölvisholt Birta 6x330ml,Great Deals,2490.0,2090.0,28,"{""H495"": 28}"
2026-02-02T16:44:19.000993,42666,30230769,Ölvisholt Lite 10x330ml,Great Deals,3890.0,3190.0,27,"{""H495"": 27}"
2026-02-02T16:44:19.000993,42657,30230768,Ölvisholt Lager 10x330ml,Great Deals,4480.0,3590.0,28,"{""H495"": 28}"
2026-02-02T16:44:19.000993,42636,30230730,RVK Kopar Klassík 6x330ml,Great Deals,2690.0,2090.0,17,"{""H495"": 17}"
2026-02-02T16:44:19.000993,42656,30230727,RVK Popp Corn Lager 6x330ml,Great Deals,2690.0,2090.0,1,"{""H495"": 1}"
2026-02-02T16:44:19.000993,42686,30230823,Gull Lite 12x500ml,Gull,5690.0,,83,"{""H495"": 83}"
2026-02-02T16:44:19.000993,43032,30230708,Gull Lite Premium 12x500ml,Gull,6190.0,,5,"{""H495"": 5}"
2026-02-02T16:44:19.000993,42508,30216182,Gull Lite 12x330ml,Gull,4390.0,,20,"{""H495"": 20}"
2026-02-02T16:44:19.000993,42708,30230818,Gull 12x330ml,Gull,4590.0,,61,"{""H495"": 61}"
2026-02-02T16:44:19.000993,42605,30230709,Gull Lite Premium 12x330ml,Gull,4790.0,,11,"{""H495"": 11}"
2026-02-02T16:44:19.000993,42624,30230710,Gull Lite Yuzu Lime 10x330ml,Gull,4270.0,,7,"{""H495"": 7}"
2026-02-02T16:44:19.000993,43058,30233867,Thule 12x330ml,Thule,4790.0,3890.0,73,"{""H495"": 73}"
2026-02-02T16:44:19.000993,42776,30230913,Thule 12x500ml,Thule,5890.0,,1,"{""H495"": 1}"
2026-02-02T16:44:19.000993,42693,30230832,Faustino VII Blanco 750ml,Faustino,1990.0,,5,"{""H495"": 5}"
2026-02-02T16:44:19.000993,42813,30230936,Faustino VII Red 750ml,Faustino,2290.0,,3,"{""H495"": 3}"
2026-02-02T16:44:19.000993,42815,30230937,Faustino VII Rose 750ml,Faustino,2790.0,,7,"{""H495"": 7}"
2026-02-02T16:44:19.000993,42751,30230903,Faustino V Reserva 750ml,Faustino,3690.0,,10,"{""H495"": 10}"
2026-02-02T16:44:19.000993,42712,30230841,Faustino Crianza 750ml,Faustino,3090.0,,6,"{""H495"": 6}"
2026-02-02T16:44:19.000993,42713,30230833,Faustino Cava Brut 750ml,Faustino,3090.0,,7,"{""H495"": 7}"
2026-02-02T16:44:19.000993,42779,30230981,Breezer Passionfruit Mango 4x275ml,Breezer,1990.0,,18,"{""H495"": 18}"
2026-02-02T16:44:19.000993,42788,30230983,Breezer Pineapple 4x275ml,Breezer,1990.0,,6,"{""H495"": 6}"
2026-02-02T16:44:19.000993,42820,30230990,Breezer Lemon 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-02-02T16:44:19.000993,42818,30230984,Breezer Strawberry 4x275ml,Breezer,1990.0,,40,"{""H495"": 40}"
2026-02-02T16:44:19.000993,42808,30230985,Breezer Mango 4x275ml,Breezer,1990.0,,53,"{""H495"": 53}"
2026-02-02T16:44:19.000993,42793,30230982,Breezer Lime 4x275ml,Breezer,1990.0,,11,"{""H495"": 11}"
2026-02-02T16:44:19.000993,43114,,Gin & Tonic,Bundles,9880.0,9390.0,4,"{""H495"": 4}"
2026-02-02T16:44:19.000993,43115,,Whiskey Ginger,Bundles,7000.0,6800.0,17,"{""H495"": 17}"
2026-02-02T16:44:19.000993,43116,,Vodka Red Bull,Bundles,9080.0,8500.0,8,"{""H495"": 8}"
2026-02-02T16:44:19.000993,43117,,VELO Crispy Peppermint 3 (5 stk),Bundles,4950.0,4500.0,3,"{""H495"": 3}"
2026-02-02T16:44:19.000993,43015,30230688,Piccanti Rosso Toscana 3L,Boxed Wines,8680.0,,1,"{""H495"": 1}"
2026-02-02T16:44:19.000993,43004,30230614,Casillero Del Diablo Cabernet Sauvignon 3L,Boxed Wines,8390.0,,2,"{""H495"": 2}"
2026-02-02T16:44:19.000993,42730,30230849,Falling Feather Ruby Cabernet 3L,Boxed Wines,8290.0,,12,"{""H495"": 12}"
2026-02-02T16:44:19.000993,42687,30230783,Tommasi Pinot Grigio 3L,Boxed Wines,7990.0,,5,"{""H495"": 5}"
2026-02-02T16:44:19.000993,42699,30230784,Frontera Chardonnay 3L,Boxed Wines,6790.0,,38,"{""H495"": 38}"
2026-02-02T16:44:19.000993,42685,30230781,Tommasi Graticcio Appassionato 3L,Boxed Wines,9250.0,,8,"{""H495"": 8}"
2026-02-02T16:44:19.000993,42683,30230782,Frontera Cabernet Sauvignon 3L,Boxed Wines,6990.0,,4,"{""H495"": 4}"
2026-02-02T16:44:19.000993,42580,30230650,Apothic Red 3L,Boxed Wines,8590.0,,15,"{""H495"": 15}"
2026-02-02T16:44:19.000993,42603,30230653,Drostdy Hof Shiraz Merlot 3L,Boxed Wines,7290.0,,9,"{""H495"": 9}"
2026-02-02T16:44:19.000993,42590,30230682,Lindemans Chardonnay 3L,Boxed Wines,8980.0,,1,"{""H495"": 1}"
2026-02-02T16:44:19.000993,42581,30230652,Butcher's Cut Premium Malbec 3L,Boxed Wines,7790.0,,7,"{""H495"": 7}"
2026-02-02T16:44:19.000993,42526,30230613,Van Gogh Riesling 3L,Boxed Wines,5990.0,,5,"{""H495"": 5}"
2026-02-02T16:44:19.000993,42540,30230579,Fairview Goats do Roam White Blend 3L,Boxed Wines,11390.0,,7,"{""H495"": 7}"
2026-02-02T16:44:19.000993,42539,30230580,Fairview Goats do Roam Red Blend 3L,Boxed Wines,11390.0,,11,"{""H495"": 11}"
2026-02-02T17:44:21.500390,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,83,"{""H495"": 83}"
2026-02-02T17:44:21.500390,42696,30230821,Boli 12x500ml,New Location,6190.0,,1,"{""H495"": 1}"
2026-02-02T17:44:21.500390,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,75,"{""H495"": 75}"
2026-02-02T17:44:21.500390,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,48,"{""H495"": 48}"
2026-02-02T17:44:21.500390,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,7,"{""H495"": 7}"
2026-02-02T17:44:21.500390,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,38,"{""H495"": 38}"
